id	candidate	candidate_confidence	relevant_yn	relevant_yn_confidence	sentiment	sentiment_confidence	subject_matter	subject_matter_confidence	candidate_gold	name	relevant_yn_gold	retweet_count	sentiment_gold	subject_matter_gold	tweet_coord	tweet_created	tweet_id	tweet_location	user_timezone		text
11407	No candidate mentioned	0.481	yes	0.6936	Negative	0.3718	FOX News or Moderators	0.2579		OduorLive		3				8/6/15 19:37	6.29E+17	Kenya			"RT @SupermanHotMale: Hey Chris Wallace, These guys have a better plan than President Obama? Make the popcorn kids, this is going to be stup…"
13430	Donald Trump	1	yes	1	Negative	0.7033	FOX News or Moderators	1		northbeachpark		66				8/6/15 19:04	6.29E+17	"ÜT: 26.035512,-80.185111"			RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead 🇺🇸 #GOPD…
1444	No candidate mentioned	1	yes	1	Negative	1	Abortion	0.3483		magtell		10				8/7/15 9:41	6.30E+17	Still Above Ground 	Pacific Time (US & Canada)		RT @GrnEyedMandy: There are grown ass adult women on the Right who seem to enjoy being treated like incompetent children. #PlannedParenthoo…
5108	No candidate mentioned	1	yes	1	Positive	1	None of the above	1		TheDonaldNorth		0				8/7/15 8:40	6.30E+17	"london, ontario"	Central Time (US & Canada)		For once I agree with 90% of @camillepaglia 's assessment: #GOPDebate http://t.co/BxuNX9UkDf
12723	Donald Trump	0.6947	yes	1	Neutral	0.6947	None of the above	1		pksfrk		278				8/6/15 19:16	6.29E+17	"iPhone: 36.020367,-86.782043"	Central Time (US & Canada)		RT @ericstonestreet: Trump has Cam hands. #GOPDebates
8615	No candidate mentioned	1	yes	1	Negative	0.6782	FOX News or Moderators	1		Laneybaby004		116				8/6/15 23:15	6.30E+17	"Register, Georgia"	Eastern Time (US & Canada)		RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate #GOPDebates
8125	Ted Cruz	1	yes	1	Neutral	0.6813	None of the above	1		Plmyers		67				8/7/15 6:31	6.30E+17		Atlantic Time (Canada)		"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do. #GOPDebates"
3201	No candidate mentioned	1	yes	1	Negative	0.6774	None of the above	1		2RamSubramanian		0				8/7/15 9:21	6.30E+17	"Arlington, MA"	Eastern Time (US & Canada)		So funny that @ComedyCentral should host the next #GOPDebate @mtaibbi
8409	No candidate mentioned	1	yes	1	Negative	1	FOX News or Moderators	1		RobertgrizzlyP		9				8/7/15 2:58	6.30E+17				"RT @SupermanHotMale: This is why I don't watch Fox News, they're all assholes #GopDebates"
2735	No candidate mentioned	0.4541	yes	0.6738	Negative	0.6738	None of the above	0.4541		CodyBrooks85		0				8/7/15 9:27	6.30E+17	"Colorado Springs, Colorado"			#GOPDebate - They dummies couldn't lead a circle jerk!
7204	No candidate mentioned	1	yes	1	Negative	0.6673	Abortion	1		meagcity		0				8/7/15 8:08	6.30E+17	ur dad's house	Quito		"the #GOPDebate made it clear that they are pro-birth, not pro-life"
6269	No candidate mentioned	1	yes	1	Neutral	1	None of the above	1		acktawveeoh		137				8/7/15 8:22	6.30E+17				"RT @maureenjohnson: George W. Bush sitting in the back of this debate, quietly completing his first sudoku. #GOPDebate"
9660	No candidate mentioned	1	yes	1	Negative	1	None of the above	0.6824		madison_scull		5				8/6/15 20:16	6.29E+17				RT @MashUpRich: Who will have the bigger boobs? #Hooterspageant on FoxSports1 or #GOPdebates on FOX News? http://t.co/ZoztDd3MVx
10345	No candidate mentioned	1	yes	1	Neutral	0.6471	Racial issues	0.3529		Sidney7725		1				8/6/15 19:56	6.29E+17				RT @ikariusrising: You ask the only Black Candidate the only race question? #GOPDebates
2378	Donald Trump	0.4211	yes	0.6489	Negative	0.6489	Immigration	0.4211		MrThom08		0				8/7/15 9:31	6.30E+17	San Antonio 	Eastern Time (US & Canada)		Illegal immigration has been talked about before @realDonaldTrump started speaking of it. #arrogant #ignorant #GOPDebate
12095	No candidate mentioned	1	yes	1	Neutral	0.6842	Abortion	0.6526		fieldnegro		1				8/6/15 19:26	6.29E+17	Philadelphia	Eastern Time (US & Canada)		What about the life of the woman who is carrying the baby? #GOPDebates
11931	Donald Trump	1	yes	1	Positive	0.6429	FOX News or Moderators	0.6667		Jonahandean		66				8/6/15 19:28	6.29E+17	"Ft Worth, Tx"			RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead 🇺🇸 #GOPD…
13454	No candidate mentioned	1	yes	1	Negative	0.6957	None of the above	1		RobsRamblins		0				8/6/15 19:04	6.29E+17		Arizona		And the word of the night Alan is: Stupid. #GOPDebates
7745	No candidate mentioned	1	yes	1	Negative	1	FOX News or Moderators	1		ellis_texas		57				8/7/15 9:05	6.30E+17	the Florida Sunshine	America/New_York		"RT @OTOOLEFAN: I figured Megyn Kelly's last question would be ""Do you believe Santa Claus is White?"" #gopdebate"
1711	Donald Trump	1	yes	1	Negative	1	FOX News or Moderators	1		mortalcassie		0				8/7/15 9:38	6.30E+17	724	Eastern Time (US & Canada)		Trump is overrated and angry. @megynkelly was surprisingly good. #FuckTrump #GOPDebate https://t.co/ghFpF8MOvF
10025	Ben Carson	1	yes	1	Positive	0.6667	None of the above	1		lisalecallie		10				8/6/15 20:03	6.29E+17	What happened America?	Eastern Time (US & Canada)		"RT @kwrcrow: Dr. Carson remark on DC having half a brain, best line #GOPDebates."
12214	No candidate mentioned	1	yes	1	Negative	0.6905	FOX News or Moderators	1		Iccross64ina		155				8/6/15 19:24	6.29E+17	"black forest, Colorado"			RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸 #GOPDebate #GOPDebates
11462	No candidate mentioned	1	yes	1	Negative	0.6771	None of the above	1		SupermanHotMale		3				8/6/15 19:36	6.29E+17	"Cocoa Beach, Florida"	Eastern Time (US & Canada)		I'm popeye the sailor man #GopDebates http://t.co/4jO4UQng89
4843	No candidate mentioned	1	yes	1	Neutral	0.6691	None of the above	1		Brownfield13		1				8/7/15 8:44	6.30E+17	"Hillsdale, MI"	Central Time (US & Canada)		RT @MichaelLucchese: Welcome to the #Thunderdome! #GOPDebate http://t.co/7NAhmGI7Sz
11619	Donald Trump	1	yes	1	Negative	0.7065	None of the above	0.6413		PS_Trading		78				8/6/15 19:33	6.29E+17				RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate #GOPDebates
12741	Donald Trump	1	yes	1	Positive	0.6556	FOX News or Moderators	1		918Lee		93				8/6/15 19:16	6.29E+17	 NY State			"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate #GOPDebates"
11831	Donald Trump	1	yes	1	Positive	0.342	None of the above	1		PhyllisA		72				8/6/15 19:30	6.29E+17		Central Time (US & Canada)		RT @RWSurferGirl: You would never know @realDonaldTrump is the frontrunner from watching this debate. 🇺🇸 #GOPDebate #GOPDebates
11063	Donald Trump	1	yes	1	Positive	0.6965	FOX News or Moderators	1		angelavansoest		78				8/6/15 19:43	6.29E+17	NEW YORK!!			RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate #GOPDebates
13832	No candidate mentioned	0.4074	yes	0.6383	Negative	0.6383	None of the above	0.4074		FemmeClark		0				8/6/15 18:55	6.29E+17	Colorado 	Central Time (US & Canada)		You can't just teach based on the whims of parents!!!!!!! #gopdebates
1236	No candidate mentioned	1	yes	1	Negative	0.6629	None of the above	1		SeaBassThePhish		0				8/7/15 9:43	6.30E+17		Eastern Time (US & Canada)		Can we stop making sweeping statements about other candidates policies. There are no absolutes #GOPDebate
8281	No candidate mentioned	1	yes	1	Neutral	1	None of the above	1		SimonRadio1776		0				8/7/15 5:09	6.30E+17	"Des Moines, IA, USA"	Quito		Who won the #GOPDebates last night? TWO Polls for you today CLICK to take part http://t.co/FgYREb60Be @WHORadio #iacaucus #tcot #freedom
5300	Donald Trump	1	yes	1	Negative	0.6135	FOX News or Moderators	0.6135		schotts		2				8/7/15 8:37	6.30E+17	Colorado	Mountain Time (US & Canada)		"RT @JamesViser: Trump loses #gopdebate but Rubio, Cruz and others triumph #copolitics #tcot #tlot #pjnet #gop http://t.co/YNSEYzRrhA"
5169	No candidate mentioned	1	yes	1	Negative	1	FOX News or Moderators	1		Brenkoski		0				8/7/15 8:39	6.30E+17	Arizona	Arizona		"She @megynkelly is a horrible commentator @FoxNews did a terrible job last night, very DISAPPOINTING! #GOPDebate https://t.co/RhscuZ5b9E"
2517	Mike Huckabee	1	yes	1	Negative	1	FOX News or Moderators	0.6548		rhUSMC		1				8/7/15 9:29	6.30E+17	AZ USA			RT @RebeccazWriting: @megynkelly @FrankLuntz @GovMikeHuckabee Interesting -considering he doesn't have a snowball's chance in HELL of winni…
162	Donald Trump	1	yes	1	Positive	0.6374	FOX News or Moderators	0.3626		murmiles		0				8/7/15 9:53	6.30E+17	People's Republic of Broward			"#Trump is right about @megynkelly but really needs to study Matthew 7, verses 3-5. #GOPDebate https://t.co/ygNprhiehV"
12675	No candidate mentioned	1	yes	1	Negative	1	FOX News or Moderators	1		swterry91		1				8/6/15 19:17	6.29E+17		Central Time (US & Canada)		"RT @SwayzeGuy: Some of these guys are nailing it, unfortunately @megynkelly put herself at the center of tomorrow's headlines. Pathetic. #G…"
7181	No candidate mentioned	1	yes	1	Negative	1	None of the above	1		BillDolanBDC		0				8/7/15 8:09	6.30E+17	"New York, NY"	Eastern Time (US & Canada)		Bell on the #GOPDebate @FoxNews last night - just like my doorbell and made my dogs go nuts. Watching @Gavin_McInnes now. Repeat. #TGMS
9426	No candidate mentioned	0.4218	yes	0.6495	Negative	0.6495	Foreign Policy	0.4218		cakelover726		57				8/6/15 20:27	6.29E+17				RT @PamelaGeller: Jim Gilmore is clueless on #ISIS. It's not a state? They already rule an area larger than the United Kingdom. #GOPdebates
11351	No candidate mentioned	1	yes	1	Negative	1	FOX News or Moderators	1		Ashlandgirl101		132				8/6/15 19:38	6.29E+17		Eastern Time (US & Canada)		RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate #GOPDebates 🇺🇸
11567	Marco Rubio	1	yes	1	Positive	1	Abortion	1		fan48		1				8/6/15 19:34	6.29E+17				@YoungPros4Rubio @RickCanton RUBIO awesome response on pro life #GOPDebates #Rubio2016
13863	Donald Trump	0.9218	yes	0.9601	Positive	0.7996	Immigration	0.9218	Donald Trump	TracyMouton	yes	105		Immigration		8/6/15 18:28	6.29E+17	South	Central Time (US & Canada)		"RT @RWSurferGirl: Trump has got it right, nobody would talk about immigration, not untill be brought it up. #GOPDebate #GOPDebates"
8710	No candidate mentioned	1	yes	1	Negative	1	FOX News or Moderators	1		Dr_Who_Dr_D		26				8/6/15 22:35	6.30E+17		Central Time (US & Canada)		RT @Desdemona4U: It was unfathomable that @megynkelly would ask Wasserman-Schultz to do a postmortem on the #GOPDebates. #SURREAL https://t…
2759	John Kasich	1	yes	1	Negative	0.6941	None of the above	0.6588		blackbear93		0				8/7/15 9:27	6.30E+17	"Topsham, ME"	Eastern Time (US & Canada)		I did like @FredToucher's #GOPDebate analysis where some guy made a great impression and then couldn't think of his name.#Kasich
11236	No candidate mentioned	0.6593	yes	1	Negative	1	FOX News or Moderators	1		idontcall911		132				8/6/15 19:40	6.29E+17				RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate #GOPDebates 🇺🇸
6758	No candidate mentioned	1	yes	1	Neutral	0.6818	None of the above	1		BeIIoq		0				8/7/15 8:15	6.30E+17	Geheimhaven	Belgrade		@KyleKulinski cant wait for your #GOPDebate video!
5427	No candidate mentioned	0.4353	yes	0.6598	Negative	0.6598	Jobs and Economy	0.4353		GonzaBear		0				8/7/15 8:35	6.30E+17				"Great #GOPDebate - CAN WE TRUST YOU?U were fired from HP, fired thousands of Americans &amp; sent jobs overseas.@CarlyFiorina @FoxNews @CNN"
8671	Donald Trump	1	yes	1	Negative	0.6897	None of the above	1		RRuerd		6				8/6/15 22:46	6.30E+17				RT @NateMJensen: I'm starting to worry that Trump is a field experiment. #GOPdebates
1241	No candidate mentioned	1	yes	1	Neutral	0.6667	None of the above	0.6667		BraveConWarrior		2				8/7/15 9:43	6.30E+17	USA	Central Time (US & Canada)		"RT @AllenWestRepub ""Twitter declares @CarlyFiorina the #GOPDebate winner  "" http://t.co/zfFszafvUg"
4853	Jeb Bush	0.4763	yes	0.6901	Negative	0.6901	None of the above	0.4763		JosephTaylor26		15				8/7/15 8:44	6.30E+17		London		"RT @2AFight: Jeb ""there is no establishment"" Bush for retirement!#GOPDebate #tcot #PJNET #ycot #RedNationRising #ccot #teaparty http://t.…"
10362	Ben Carson	0.4205	yes	0.6484	Neutral	0.3404		0.228		KenyanBornObama		0				8/6/15 19:56	6.29E+17	Near DC	Eastern Time (US & Canada)		Ben Carson and he's standing out RIGHT NOW! #GOPDebates #tcot #ccot AND TRUMP OF COURSE! https://t.co/GZE8ftY1Ma
430	No candidate mentioned	1	yes	1	Neutral	0.6905	None of the above	1		chvsr		0				8/7/15 9:51	6.30E+17	DC	America/New_York		#Repeal was the word of the night. #GOPDebate
8106	No candidate mentioned	0.3991	yes	0.6318	Negative	0.6318	None of the above	0.3991		JoMaHoose		28				8/7/15 6:44	6.30E+17	"Pittsburgh, PA"	EDT		RT @RWSurferGirl: A big problem facing Democrats will be how to get Hillary sober long enough for her to debate? #toot #GOPDebates
7979	No candidate mentioned	1	yes	1	Negative	0.6818	None of the above	1		BridgewatrMAGOP		25				8/7/15 8:10	6.30E+17	"Bridgewater, Massachusetts"	Atlantic Time (Canada)		RT @Jerry_Holbert: Refreshing. #GOPDebates http://t.co/45eM0dXrzs http://t.co/O5W4sC7uF7
12815	Donald Trump	1	yes	1	Negative	1	None of the above	1		ScottLinnen		2				8/6/15 19:15	6.29E+17		Tehran		You screwed Atlantic City more ways than the Kama Sutra with Trump Taj Mahal. #GOPDebates
1806	No candidate mentioned	1	yes	1	Neutral	0.6484	None of the above	1		earthbuzz1		13				8/7/15 9:37	6.30E+17		Atlantic Time (Canada)		RT @rebleber: This was the only time climate change came up in either #GOPdebate. http://t.co/MzPVNRFmzL
12849	No candidate mentioned	1	yes	1	Negative	0.6517	None of the above	1		OnlyTruthReign		2				8/6/15 19:14	6.29E+17	Earth 	Atlantic Time (Canada)		RT @MikeBrockett: I love how the candidates are talking all kinds of shit about each other #GOPDebates
12896	No candidate mentioned	1	yes	1	Negative	0.6556	None of the above	1		msgoddessrises		0				8/6/15 19:13	6.29E+17	Viva Las Vegas NV.	Pacific Time (US & Canada)		Yup. GONE! #GOPDebates https://t.co/blsTL0JtKT
1192	No candidate mentioned	1	yes	1	Negative	1	FOX News or Moderators	1		VernonCrawfor13		28				8/7/15 9:43	6.30E+17				RT @Sanddragger: .@FoxNews is having a hard time covering for .@megynkelly She put her colleagues in a bad spot. #GOPDebate
8564	No candidate mentioned	1	yes	1	Negative	1	FOX News or Moderators	1		DrJDavidBrown		155				8/6/15 23:50	6.30E+17	Des Moines Iowa			RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸 #GOPDebate #GOPDebates
2767	Donald Trump	1	yes	1	Negative	0.6854	None of the above	1		junnny		0				8/7/15 9:27	6.30E+17		Eastern Time (US & Canada)		@mitchellreports Trump is negotiating a deal w/ the GOP! He's leveraging by threatening to go 3rd party unless he's the nominee. #GOPDebate
9134	No candidate mentioned	1	yes	1	Negative	1	FOX News or Moderators	1		TracyMouton		142				8/6/15 20:55	6.30E+17	South	Central Time (US & Canada)		RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate #GOPDebates
1096	Donald Trump	1	yes	1	Negative	1	None of the above	0.6384		emextremic		1				8/7/15 9:45	6.30E+17	chicago heights	Central Time (US & Canada)		RT @EthanEllis32: From 2001-2009 Donald Trump was a Democrat. We can only assume he was confused and thought Democrats still supported slav…
2887	Donald Trump	1	yes	1	Neutral	0.6704	Foreign Policy	1		mikeyagray		1				8/7/15 9:25	6.30E+17		London		RT @rikardorichards: #DonaldTrump and #JebBush clash over their respective plans for the #MiddleEast #GOPDebate http://t.co/zc1793pjGz
4228	No candidate mentioned	0.4696	yes	0.6853	Positive	0.354	FOX News or Moderators	0.4696		victoranomalous		0				8/7/15 9:09	6.30E+17	Albuquerque	Central Time (US & Canada)		How is it Hollywood can't get Dr. Doom right once and foxnews got it right 10 times last night? #GOPDebate
2481	No candidate mentioned	1	yes	1	Positive	0.3587	None of the above	1		youngj_t		2				8/7/15 9:30	6.30E+17		Pacific Time (US & Canada)		RT @optibotimus: Know what's funny .the #GOPDebate probably has a better score on rotten tomatoes than #FantasticFour 👍
782	No candidate mentioned	0.4539	yes	0.6737	Negative	0.6737	Abortion	0.4539		Notintheface1		0				8/7/15 9:48	6.30E+17		Central Time (US & Canada)		"The abortion portion of the #GOPDebate sure degenerated into one big ""Let Mommy Die"" Off, didn't it?"
878	No candidate mentioned	1	yes	1	Neutral	1	Women's Issues (not abortion though)	0.358		miss_articulate		570				8/7/15 9:47	6.30E+17	Pennsylvania	Eastern Time (US & Canada)		"RT @maureenjohnson: ""Women or guns? Which are the most people?"" #GOPDebate"
4578	No candidate mentioned	1	yes	1	Negative	1	None of the above	1		CMcGeeIII		0				8/7/15 8:47	6.30E+17	"Philadelphia, PA"			Interesting exchange until they start rudely insulting each over nonsense other like kids on a schoolyard. #GOPdebate http://t.co/oWb3nESSiL
32	Ted Cruz	0.4171	yes	0.6458	Negative	0.6458	None of the above	0.4171		Ruppy_puppy		14				8/7/15 9:54	6.30E+17		Atlantic Time (Canada)		RT @LisaVikingstad: Ted Cruz at the #GOPDebate will be like Ted Cruz in bed. He will keep a confusingly sad look on his face and refuse to …
9326	No candidate mentioned	1	yes	1	Neutral	0.6813	None of the above	0.6374		MoralHighGround		14				8/6/15 20:35	6.29E+17	"Sydney, Australia"	Sydney		RT @IanGaryTweets: This is real life. These people are running for the most powerful office in the world. #GOPDebates http://t.co/LG74nHDeTw
12981	Jeb Bush	1	yes	1	Negative	0.6465	FOX News or Moderators	1		tmcs28		153				8/6/15 19:12	6.29E+17		Eastern Time (US & Canada)		RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates #GOPDebates
10389	No candidate mentioned	1	yes	1	Positive	0.3462	Racial issues	0.6538		ouleye_ndoye		2				8/6/15 19:55	6.29E+17	"New York, N.Y."	Eastern Time (US & Canada)		Aaand the question about the racial divide goes to  *drum roll*  the only black man on stage. #GOPdebates #overit
4037	Marco Rubio	1	yes	1	Positive	1	None of the above	0.6813		Kimberlyuf		41				8/7/15 9:11	6.30E+17				"RT @HeatherChilders: 'God has blessed the Rep party with a lot of great candidates, the Dem party cannot even find one"" @marcorubio #GOPDeb…"
4298	No candidate mentioned	0.6667	yes	1	Negative	1	None of the above	1		ZarkoElDiablo		2				8/7/15 9:08	6.30E+17		Eastern Time (US & Canada)		RT @AZPatriot01: The #Democrat Party: Sixth Graders with a Twitter Account. #GOPDebate #Republicans #TCOT http://t.co/kRxlRbzGe1 http://t.c…
6223	No candidate mentioned	1	yes	1	Neutral	0.6585	None of the above	1		STX488		0				8/7/15 8:23	6.30E+17	Cardiff NJ	Atlantic Time (Canada)		@HillaryClinton spent #GOPDebate night with the Kardashians: http://t.co/s0w1h36N4Q
1765	No candidate mentioned	1	yes	1	Negative	1	FOX News or Moderators	0.6667		adambodily		0				8/7/15 9:37	6.30E+17	"Charlotte, NC"			The liberal media isn't reporting this debate in a neutral way; I see so much bias that is sadly transparent #GOPDebate
299	Donald Trump	1	yes	1	Negative	1	None of the above	1		jojo21		8				8/7/15 9:52	6.30E+17	"Ellicott City, Maryland"	Eastern Time (US & Canada)		"RT @kesgardner: If politics can be even partially rational, Trump's campaign for the GOP nomination just ended. #GOPDebate"
7008	No candidate mentioned	0.4607	yes	0.6787	Negative	0.6787	FOX News or Moderators	0.4607		allDigitocracy		0				8/7/15 8:11	6.30E+17	"Washington, DC"			@Marisol_Bello news anchor @marthamaccallum asked at millions of ppl who remain on assistance than get a job. #TalkPoverty #GOPDebate
8681	No candidate mentioned	0.4444	yes	0.6667	Negative	0.3438	FOX News or Moderators	0.2292		pmg_62		2				8/6/15 22:43	6.30E+17	NJ			"RT @Jami_USA: If we don't hold everyone to the same standards during the #GOPDebates, what are they worth?"
3182	Ted Cruz	1	yes	1	Positive	1	Religion	1		SaikoWoods		0				8/7/15 9:21	6.30E+17	"Sugar Land, Texas"	Central Time (US & Canada)		"IF the election were today &amp; I had to vote, based on last night's #GOPDebate my vote for POTUS would be @tedcruz . Bold Christians are rare!"
10751	No candidate mentioned	1	yes	1	Negative	1	FOX News or Moderators	1		jordan___evans		157				8/6/15 19:50	6.29E+17	instagram: @jordan___evans	Central Time (US & Canada)		"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate #GOPDebates"
9268	No candidate mentioned	1	yes	1	Negative	1	FOX News or Moderators	0.6629		JDPasricha		64				8/6/15 20:41	6.29E+17	"New York, NY | Brazil"	Eastern Time (US & Canada)		"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak. It didn't seem ""Fair &amp; Balanced"" at all. 🇺🇸 #GOPDebat…"
3902	No candidate mentioned	1	yes	1	Negative	0.6456	FOX News or Moderators	1		Artrep1		0				8/7/15 9:13	6.30E+17	"Pinehurst, NC"	Quito		"Score B+ candidates C- moderators, just full of themselves &amp; their presumed cleverness. Just my take. .#GOPDebate #FOXNEWSDEBATE"
10954	Ted Cruz	1	yes	1	Positive	1	None of the above	1		lenlucas46		65				8/6/15 19:45	6.29E+17				RT @Lrihendry: #TedCruz headed into the Presidential Debates. GO TED!! #GOPDebates http://t.co/8S67pz8a4A
205	No candidate mentioned	1	yes	1	Negative	1	None of the above	1		ThadM44		19				8/7/15 9:53	6.30E+17	Pennsylvania			RT @LisaBloom: Not a single question in last night's #GOPDebate about the most urgent issue of our time: climate change.
8871	Rand Paul	0.4218	yes	0.6495	Neutral	0.3402	None of the above	0.4218		Gorams21		5				8/6/15 21:44	6.30E+17	St.Louis Mo.	Central Time (US & Canada)		"RT @SalMasekela: Rand Paul should have gone with, 'I've got curly hair!' and dropped the mic. #GOPDebates"
7131	No candidate mentioned	1	yes	1	Neutral	1	None of the above	1		SandrineC710		0				8/7/15 8:10	6.30E+17	Geneva			Fashion and politics #election2016 #GOPDebate https://t.co/hVDNLwyTC3
259	No candidate mentioned	1	yes	1	Neutral	0.3596	None of the above	1		LordWhatAMess		0				8/7/15 9:52	6.30E+17		Eastern Time (US & Canada)		"funniest line coming fr #republican 'People are frustrated, they’re fed up, they don’t think the government’s working for them' #gopdebate"
2181	No candidate mentioned	1	yes	1	Neutral	0.6774	FOX News or Moderators	0.6774		delcastillo81		223				8/7/15 9:33	6.30E+17	near a phone charger	Eastern Time (US & Canada)		RT @puddinstrip: I hope when they come back they've replaced Megyn Kelly with Will Ferrell dressed as Alex Trebek #GOPDebate
594	No candidate mentioned	0.4395	yes	0.6629	Positive	0.6629	None of the above	0.4395		Conssista		1				8/7/15 9:50	6.30E+17				Rightly so Frank. Rightly so. #GOPDebate https://t.co/32CFasI17d
12505	No candidate mentioned	1	yes	1	Negative	1	None of the above	1		_Cangri		11				8/6/15 19:20	6.29E+17		Quito		RT @SupermanHotMale: Pres Obama has more brains in his little toe than all you totally fucking idiots have in your whole families combined …
2027	Chris Christie	1	yes	1	Negative	1	LGBT issues	0.6659		Clever_Otter		0				8/7/15 9:35	6.30E+17	Earth	Mountain Time (US & Canada)		This is getting boring. Someone bring up the gays or harpoon @ChrisChristie or something. #GOPDebate
2307	No candidate mentioned	1	yes	1	Negative	1	FOX News or Moderators	1		smoothblinkrule		10				8/7/15 9:32	6.30E+17	"Florida, USA"	Pacific Time (US & Canada)		"RT @AnneBayefsky: What was striking? @FoxNews anchors knew to hit anti-choice/pro-life candidates hard, tho’ do opposite on their shows. #G…"
4448	No candidate mentioned	0.4444	yes	0.6667	Positive	0.6667	None of the above	0.4444		SingleDallasGuy		0				8/7/15 8:49	6.30E+17	"Dallas, TX"	Central Time (US & Canada)		@CarlyFiorina just beat the snot out of @HillaryClinton and #ChrisMathews! #tcot @msnbc #GOPDebate #GOP http://t.co/cPg7T80dSu
236	No candidate mentioned	0.394	yes	0.6277	Negative	0.6277	FOX News or Moderators	0.394		White_House_PR		0				8/7/15 9:53	6.30E+17	The Hood	Central Time (US & Canada)		@ChuckNellis @FoxNews You got that right! #GOPDebate
12952	No candidate mentioned	1	yes	1	Negative	1	None of the above	1		NateHood257		1				8/6/15 19:12	6.29E+17	Florida			"""Why can't everybody else be as skilled at manipulating loopholes to screw over their investors as me? It's not my fault!"" #GOPDebates"
10188	No candidate mentioned	1	yes	1	Negative	0.6733	None of the above	0.6733		paulbartunek		14				8/6/15 19:59	6.29E+17	"Los Angeles, CA"	Pacific Time (US & Canada)		RT @IanGaryTweets: This is real life. These people are running for the most powerful office in the world. #GOPDebates http://t.co/LG74nHDeTw
2772	No candidate mentioned	1	yes	1	Negative	0.6756	None of the above	1		JohnKittridge		0				8/7/15 9:26	6.30E+17		Eastern Time (US & Canada)		The #macdebate may have been just as nonsensical but it did offer a more varied and colourful cast of characters than the #GOPDebate.
6596	No candidate mentioned	0.5041	yes	0.71	Negative	0.2559	None of the above	0.5041		PeterLRuden		1				8/7/15 8:17	6.30E+17	"Savannah, Georgia"	Quito		RT @Lemmits92: #GOPDebate went very well. My masters will soon choose which candidate will carry out their agenda#WakeUpAmerica #p2 http:/…
5383	Marco Rubio	1	yes	1	Negative	1	Religion	1		tuffshedsucks		5				8/7/15 8:36	6.30E+17				"RT @TheMayaka: .@marcorubio's God is only generous to #Republicans, so generous that he allowed them to lose twice but give them 17 candida…"
13659	Jeb Bush	1	yes	1	Negative	1	FOX News or Moderators	1		hlstrother		153				8/6/15 18:59	6.29E+17	"Michigan, USA"			RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates #GOPDebates
3755	Jeb Bush	1	yes	1	Neutral	0.6744	None of the above	1		ShelbyCSalmon		0				8/7/15 9:15	6.30E+17	Colorado	Central Time (US & Canada)		"I couldn't help but picture Will Farell when @JebBush referred to himself as ""veto corleone"" @GregTSalmon #GOPDebate"
8559	No candidate mentioned	1	yes	1	Negative	0.7108	None of the above	1		emilyjoynoon		0				8/6/15 23:56	6.30E+17	Los Angeles	Quito		IS THIS REAL LIFE IS THIS AMERICA IS THIS PLANET EARTH #GOPdebates #FinalQuestion https://t.co/CAgdY75BAR
6120	No candidate mentioned	1	yes	1	Neutral	0.6517	None of the above	1		bgittleson		1				8/7/15 8:25	6.30E+17	"New York, NY"	Eastern Time (US & Canada)		"ICYMI: This is the ""crowded field"" embodied in one photo. #GOPDebate https://t.co/r2aKyIRxib"
4587	No candidate mentioned	1	yes	1	Neutral	1	None of the above	1		ZachGeorgeUSA		0				8/7/15 8:47	6.30E+17	"Lawrence, Kansas"	Central Time (US & Canada)		Check it out! I wrote the National League of Cities' response to last night's GOP debate. #NLC #GOPDebate https://t.co/aeED7Ikr0J
7339		0.2257	yes	0.6559	Positive	0.3333		0.2257		intrntwrlrd		0				8/7/15 8:06	6.30E+17	Massachusetts	Eastern Time (US & Canada)		Looking at @Wonkette's liveblog from the #GOPdebate I'm proud of my livetweeting. My play by play was on par with http://t.co/SPZ56HeTpG
