id	candidate	candidate_confidence	relevant_yn	relevant_yn_confidence	sentiment	sentiment_confidence	subject_matter	subject_matter_confidence	candidate_gold	screen_name	relevant_yn_gold	retweet_count	sentiment_gold	subject_matter_gold	tweet_coord	tweet_created	tweet_id	tweet_location	user_timezone		text
350	No candidate mentioned	1	yes	1	Neutral	0.7033	LGBT issues	1		summer0655		5				8/7/15 9:52	6.30E+17				RT @patriotmom61: THIS --&gt; Rick Santorum Says Gay Marriage Has No Constitutional Basis https://t.co/mauVIFy6oh #GOPDebate #FoxDebate #tcot …
351	Scott Walker	1	yes	1	Neutral	1	None of the above	0.6477		a3auntie		112				8/7/15 9:52	6.30E+17		Atlantic Time (Canada)		"RT @GregAbbott_TX: @ScottWalker: ""Every part of the world @HillaryClinton has touched is worse today"" #Truth #GOPDebate @FoxNews"
352	Chris Christie	0.6667	yes	1	Positive	1	None of the above	1		HaymoreTre4		0				8/7/15 9:52	6.30E+17	Winston-Salem 			@ChrisChristie won the #GOPDebate last night. Only candidate who answered questions directly and not afraid to take on tough issues.
353	No candidate mentioned	1	yes	1	Neutral	0.7047	None of the above	0.7047		milliedent		0				8/7/15 9:52	6.30E+17		Central Time (US & Canada)		The Best Jabs at Hillary Clinton from the Republicans’ Fox News Debates #GOPDebate http://t.co/zEoiEM5d7P
354	Mike Huckabee	1	yes	1	Positive	1	None of the above	0.6489		IowaforHuckabee		15				8/7/15 9:52	6.30E+17	Iowa	Central Time (US & Canada)		"RT @GovMikeHuckabee: .@FredBarnes, @weeklystandard: ""Mike Huckabee was the star of the Luntz focus group show. When he spoke, the feedback …"
355	Ben Carson	0.4311	yes	0.6566	Positive	0.6566	None of the above	0.4311		maebe11		0				8/7/15 9:52	6.30E+17	Virginia			"Watching the primetime #GOPDebate this afternoon, I think @BenCarson2016 was the real winner, quiet but effective"
356	No candidate mentioned	1	yes	1	Neutral	0.6813	LGBT issues	1		slone		35				8/7/15 9:52	6.30E+17	♥ Right where God wants me ♥	Eastern Time (US & Canada)		RT @toddstarnes: And here comes the gay marriage gotcha section….#GOPDebate
357	Jeb Bush	0.4265	yes	0.6531	Negative	0.3469	None of the above	0.4265		Brad_Dolce		3				8/7/15 9:52	6.30E+17	"Durham, North Carolina"	Eastern Time (US & Canada)		RT @Jackie_Pepper: #Jeb is giving me some serious Janet Reno tonight. #GOPDebate http://t.co/VxfY7MS1WG
358	No candidate mentioned	1	yes	1	Negative	0.3407	None of the above	0.6703		scotmcesler		0				8/7/15 9:52	6.30E+17		Arizona		#Boomers R #Smart They know how to use #Internet for #GOPDebate http://t.co/IGP8WWnzCu #Cosproject #jpnet http://t.co/MT79hetQXS
359	No candidate mentioned	1	yes	1	Negative	0.6484	None of the above	0.6484		melissagowens02		156				8/7/15 9:52	6.30E+17				RT @GovMikeHuckabee: Re China: You deal with a playground bully by punching them in the face &amp; putting them on the ground b/c they only res…
360	No candidate mentioned	1	yes	1	Negative	1	FOX News or Moderators	1		jasonrlee		2				8/7/15 9:52	6.30E+17	Arizona	Arizona		RT @ali: Lots of Republicans in my Facebook and Twitter timelines are ticked at Fox News for running that hatchet job of a debate. #GOPdeba…
361	No candidate mentioned	0.4545	yes	0.6742	Negative	0.6742	FOX News or Moderators	0.4545		ChuckNellis		5				8/7/15 9:52	6.30E+17	Great State of North Carolina!	Eastern Time (US & Canada)		"I won't defend @FoxNews, they were FAR from fair OR balanced last night, but name calling is juvenile. #GOPDebate"
362	Ben Carson	0.6241	yes	1	Positive	1	None of the above	0.6834		summer0655		17				8/7/15 9:52	6.30E+17				"RT @CatholicLisa: Hats off to Ben Carson for using the term ""useful idiots"" re: Hillary Clinton and the secular progressive movement. #GOPD…"
363	Scott Walker	1	yes	1	Negative	1	FOX News or Moderators	1		dan_themandan		0				8/7/15 9:52	6.30E+17				@megynkelly Your Fox team talked for 31 minutes of #GOPDebate while Walker talked for 5. Your obvious goal was to ambush everyone. Pathetic.
364	Donald Trump	0.6831	yes	1	Positive	0.6175	FOX News or Moderators	0.6175		fabucat		1				8/7/15 9:52	6.30E+17	Bethesda Maryland USA	Eastern Time (US & Canada)		RT @JohnAmato: I actually agree with @AndreaTantaros on something. She said @realDonaldTrump didn't hurt himself in #GOPDebate and I concur.
365	Ben Carson	1	yes	1	Positive	0.6696	None of the above	1		ShojoPower		283				8/7/15 9:52	6.30E+17	NYC			RT @DonnieWahlberg: Like Ben Carsons brain. Mike Huckabees heart. Marco Rubios soul. Chris Christies fight. John Kasichs hope. Add Carly Fi…
366	No candidate mentioned	0.394	yes	0.6277	Neutral	0.6277	None of the above	0.394		SVNDPM_CRE		0				8/7/15 9:52	6.30E+17	"Las Vegas, NV"	Pacific Time (US & Canada)		Speed Dating For A New President? Interesting Article on the #GOPDebate. :-) http://t.co/qNtY6HdHr3
367	No candidate mentioned	1	yes	1	Neutral	0.6359	None of the above	1		GodandtheBear		1				8/7/15 9:52	6.30E+17	"Pennsylvania, USA"			"RT @BradBannon: ""Was GOP Debate a Campaign Preview or Rearview?"" by @BradBannon on @LinkedIn https://t.co/n0mko8qQIE #UniteBlue #P2 #POTUS …"
368	No candidate mentioned	1	yes	1	Negative	1	None of the above	1		elvislver56		2				8/7/15 9:52	6.30E+17	"Garden Grove, Ca"			"RT @DykstraDame: The #GOPDebate was like a super crappy cage fight of blustering, bumbling, old wrinkled-up tuckus clinchers without the ca…"
369	Mike Huckabee	1	yes	1	Negative	1	None of the above	0.6717		melissagowens02		676				8/7/15 9:52	6.30E+17				RT @GovMikeHuckabee: The military is not a social experiment. The purpose of the military is to kill people and break things. #ImWithHuck #…
370	No candidate mentioned	1	yes	1	Neutral	1	None of the above	1		BioAnnie1		10				8/7/15 9:52	6.30E+17		Hawaii		RT @bennydiego: BREAKING: It's a tie for the winners from the #GOPDebate http://t.co/8iM3NfxJIa
371	No candidate mentioned	0.4233	yes	0.6506	Neutral	0.6506	None of the above	0.4233		bigratsgoboom		0				8/7/15 9:51	6.30E+17	America	Eastern Time (US & Canada)		"@TVMoJoe Just curious, have I missed your ratings tweet about the #GOPDebate?"
372	No candidate mentioned	1	yes	1	Negative	1	FOX News or Moderators	1		LifeLuvr1205		0				8/7/15 9:51	6.30E+17		Pacific Time (US & Canada)		@megynkelly #GOPDebate Kelly is no role model doesn't speak for me or my prof friends Rosie? Now a real woman @CarlyFiorina Kelly is a poser
373	Donald Trump	1	yes	1	Negative	0.6966	None of the above	1		roaritsjenn		0				8/7/15 9:51	6.30E+17	NY	Atlantic Time (Canada)		donald trump #whatajoke #GOPDebate
374	No candidate mentioned	0.4646	yes	0.6816	Negative	0.6816	FOX News or Moderators	0.4646		DanirysNajaryen		910				8/7/15 9:51	6.30E+17	"Bonaire, GA"	Pacific Time (US & Canada)		RT @funnyordie: This feels like FOX News tried to be the cool parents that let their kids have a party &amp; now the house is on fire. #GOPDeba…
375	No candidate mentioned	1	yes	1	Negative	1	FOX News or Moderators	1		summer0655		3				8/7/15 9:51	6.30E+17				RT @patriotmom61: It's unconscionable that @FoxNews moderators asked ALL the candidates except Santorum foreign policy&amp; nat sec questions i…
376	Mike Huckabee	1	yes	1	Neutral	0.6237	None of the above	1		SSNjl		6				8/7/15 9:51	6.30E+17	St.George Utah	Central Time (US & Canada)		"RT @ChipMarks14: ""The military is not a social experiment. Its purpose is to kill people and break things.""- Mike Huckabee #GOPDebate"
377	No candidate mentioned	0.4553	yes	0.6748	Negative	0.6748	Abortion	0.4553		Nathnjackson		376				8/7/15 9:51	6.30E+17	"Seattle, WA"	Pacific Time (US & Canada)		RT @CrissGhoul: YOU ARE NOT PRO LIFE. YOU ARE PRO CONTROL. YOU ARE PRO RELIGION. YOU ARE PRO YOU. THIS IS NEVER ABOUT THE MOTHER. #GOPDeba…
378	No candidate mentioned	0.4179	yes	0.6465	Negative	0.6465	None of the above	0.4179		JVER1		12				8/7/15 9:51	6.30E+17		Eastern Time (US & Canada)		"RT @RedStateJake: Solid debate tips - take a gander, @GOP:http://t.co/4PuFJ36dLa#GOPDebate #teaparty #tcot #tlot #icon http://t.co/wpi…"
379	John Kasich	0.4444	yes	0.6667	Positive	0.6667	Jobs and Economy	0.4444		kevinburger72		75				8/7/15 9:51	6.30E+17		Central Time (US & Canada)		RT @JohnKasich: Creating jobs is our greatest moral purpose because they strengthen our families &amp; communities. #GOPDebate http://t.co/80Xe…
380	Ted Cruz	1	yes	1	Positive	1	None of the above	1		jma928		2				8/7/15 9:51	6.30E+17	Pa			"RT @nevagphx1: @CarlyFiorina Magnificent at the first #GOPDebate. I support Ted Cruz as POTUS, but would support you as running mate or POT…"
381	No candidate mentioned	1	yes	1	Negative	0.6905	Women's Issues (not abortion though)	1		parkerc2112		0				8/7/15 9:51	6.30E+17	The Dude Abides			If you're a woman who supports R party please wake up and get informed. #GOPDebate
382	John Kasich	1	yes	1	Positive	0.3636	LGBT issues	0.7045		spdnyc		0				8/7/15 9:51	6.30E+17	"New York, NY"	Eastern Time (US & Canada)		Kasich the clear standout among #GOPDebate cannon fodder. But his record contradicts statements on LGBT acceptance: http://t.co/YNucKULnjV
383	No candidate mentioned	1	yes	1	Neutral	1	None of the above	1		CorieHaynes		0				8/7/15 9:51	6.30E+17	"Hernando, MS"	Central Time (US & Canada)		"Primary is still a long way away, so my favorites could change, and I hope we see more of these candidates than just sound bites. #GOPDebate"
384	No candidate mentioned	1	yes	1	Negative	0.6989	None of the above	1		FieldGeorge		0				8/7/15 9:51	6.30E+17	"Boston MA, USA"	Eastern Time (US & Canada)		"The anti- @CarlyFiorina unit of the #Clinton Personal Destruction Force is now working 24/7, I'm sure. #GOPDebate https://t.co/p0dT5s5TIY"
385		0.2282	yes	0.3523	Neutral	0.3523		0.2282		melissagowens02		177				8/7/15 9:51	6.30E+17				"RT @GovMikeHuckabee: As President, I'll end the national disgrace of failing to care for vets who sacrificed for our country -&gt; http://t.co…"
386	No candidate mentioned	0.6495	yes	1	Neutral	0.6701	None of the above	0.6495		JaysWorldLive		0				8/7/15 9:51	6.30E+17	"Tamap, FL"	Eastern Time (US & Canada)		At least he was honest about it. #GOPDebate https://t.co/7Bo2pRPmX2
387	No candidate mentioned	0.4603	yes	0.6784	Negative	0.3618	None of the above	0.4603		stedanchick		249				8/7/15 9:51	6.30E+17	UK			"RT @Marmel: ""My mother worked ""- Nobody #GOPDebate"
388	Donald Trump	1	yes	1	Negative	1	FOX News or Moderators	0.3547		FrostyGPW		2				8/7/15 9:51	6.30E+17	Tennessee	Central Time (US & Canada)		RT @NewsWriter2: So we have Americans getting beheaded overseas and @megynkelly is worried whether @realDonaldTrump calls Rosie O'Donnell f…
389	No candidate mentioned	0.4495	yes	0.6705	Negative	0.375	None of the above	0.4495		rosaroja4rev		0				8/7/15 9:51	6.30E+17				#GOPDebate REAL “AMERICAN IDOL”: ELECTIONS AS AUDITIONS: Whose Consent Counts &amp; How Decisions Are Made http://t.co/bLeoBY7r7N
390	No candidate mentioned	1	yes	1	Negative	0.7002	None of the above	1		brianmzimmer		0				8/7/15 9:51	6.30E+17	The Center of the Known World	Quito		"Elections, Democracy, and political debates as entertainment. Not a particularly sterling quality of our federal republic. #GOPDebate"
391	Chris Christie	0.6595	yes	1	Negative	0.6936	None of the above	1		Kelly62u		0				8/7/15 9:51	6.30E+17	"DFW, TX "	Central Time (US & Canada)		@ChrisChristie @RandPaul Americans fear NOT. People who live in fear are not free and have no liberty. Fear is unAmerican #GOPDebate
392	No candidate mentioned	1	yes	1	Neutral	0.6742	None of the above	1		Moonbootica		15				8/7/15 9:51	6.30E+17	UK	London		RT @BennettCartoons: 8/7/2015- The Glass Slipper #GOPDebate #GOPPrimaries #RepublicanField http://t.co/fyhZzN5qP3
393	Donald Trump	1	yes	1	Positive	0.6489	None of the above	0.6489		the626killa		9				8/7/15 9:51	6.30E+17	"Worcester, MA"			"RT @1216BJ: #GOPDebate: Carly Fiorina Dominates Social Media, Even Beating Out Trump - Fox Nation http://t.co/VUeEveRdDy"
394	No candidate mentioned	1	yes	1	Negative	0.6923	None of the above	1		Madhatter7611		603				8/7/15 9:51	6.30E+17		Eastern Time (US & Canada)		RT @rachelmartinart: I wonder if the #GOPDebate will address actual solutions for climate change and clean energy. #DebateWithBernie
395	Donald Trump	1	yes	1	Negative	1	Immigration	0.3582		ATeichner		9				8/7/15 9:51	6.30E+17	"Sugar Hill, GA"	Eastern Time (US & Canada)		"RT @vivigold197: @realDonaldTrump: misogynist, ignorant, xenophobic and greedy: another proof that money does not buy class. #GOPDebate #GO…"
396	No candidate mentioned	0.4089	yes	0.6395	Neutral	0.6395	Immigration	0.4089		EusebiaAq		0				8/7/15 9:51	6.30E+17	America	Eastern Time (US & Canada)		@Anti_SLAVERY Who's the real illegal alien #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor https://t.co/lkLfFN2LFy via @YouTube
397	Jeb Bush	1	yes	1	Negative	1	None of the above	1		Rafael_ninja68		35				8/7/15 9:51	6.30E+17	Virgo super cluster			"RT @ImmigranNacion: @JebBush #GOPDebate #USA, seriously, would you vote for any of these CLOWNS? We NEED #CIRNow #AINF #TNTVote http://t.co…"
398	Donald Trump	1	yes	1	Positive	0.6897	None of the above	1		Tea4Freedom		203				8/7/15 9:51	6.30E+17	Texas	Central Time (US & Canada)		RT @WayneDupreeShow: Disagree all you want#GOPDebate was hit job on @realDonaldTrump and calculated mute job on @SenTedCruz @RealBenCarso…
399	Donald Trump	1	yes	1	Positive	0.3445	None of the above	1		JohnAmato		1				8/7/15 9:51	6.30E+17	California	Pacific Time (US & Canada)		I actually agree with @AndreaTantaros on something. She said @realDonaldTrump didn't hurt himself in #GOPDebate and I concur.
400		0.2277	yes	0.3507	Neutral	0.186		0.2277		funny4u2all1003		0				8/7/15 9:51	6.30E+17				ٌR▀█▀ 4 exotic designs for diamond rings http://t.co/9Whr8sL3Tp #YouTube http://t.co/dJb1fKJs3j #GOPDebate #Chemieunfall #Compton #Lion…
401	Mike Huckabee	0.4292	yes	0.6552	Positive	0.3448	None of the above	0.4292		melissagowens02		66				8/7/15 9:51	6.30E+17				RT @GovMikeHuckabee: Let's take America from Hope to Higher Ground. Will you help? --&gt; http://t.co/tky8Smc27y #ImWithHuck #GOPDebate http:/…
402	No candidate mentioned	1	yes	1	Negative	1	None of the above	1		Oh_Suzanney		2				8/7/15 9:51	6.30E+17	Florida. 	Eastern Time (US & Canada)		RT @AmberTozer: Just got caught up on the #GOPDebate and felt like I should write a joke about it but the biggest joke of all was the whole…
403	Jeb Bush	1	yes	1	Negative	1	None of the above	1		trefolution		9				8/7/15 9:51	6.30E+17	"Portland, OR"	Mountain Time (US & Canada)		RT @joshcomers: Jeb makes me want to blow rails with W before we wreck his dad’s car. #GOPDebate
404	No candidate mentioned	1	yes	1	Negative	0.6732	Religion	1		Auntcol54		1				8/7/15 9:51	6.30E+17	NYC	Quito		Keep religion out of politics! #GOPDebate
405	No candidate mentioned	1	yes	1	Neutral	1	None of the above	0.679		Tom_Myers		0				8/7/15 9:51	6.30E+17	Baltimore	Eastern Time (US & Canada)		The second-tier #GOPDebate participants would have had an audience if they debated Bernie Sanders.
406	Chris Christie	1	yes	1	Negative	1	Abortion	1		joehudsonsmall		0				8/7/15 9:51	6.30E+17	"Worcester/Manchester, UK"	London		what is Chris Cristie on about Re: abortions? This is absurd. #GOPdebate
407	No candidate mentioned	1	yes	1	Neutral	1	None of the above	1		MarciJClark		0				8/7/15 9:51	6.30E+17	"Glenside, PA"	Eastern Time (US & Canada)		#GOPDebate Im still voting blue! http://t.co/AZyUpu6oyd
408	Chris Christie	0.4074	yes	0.6383	Negative	0.6383	None of the above	0.4074		nikkirojo4life		0				8/7/15 9:51	6.30E+17	New York	America/New_York		I'm eating lunch out and these two old ladies discussing the #GOPDebate is giving me life. They shading shit outta Christie and Trump.
409	No candidate mentioned	1	yes	1	Negative	1	Women's Issues (not abortion though)	0.6667		MacManX		138				8/7/15 9:51	6.30E+17	"California, USA"	Pacific Time (US & Canada)		RT @Ali_Davis: Tonight's #GOPDebate was an important reminder that these guys think of women as carrying cases for fetuses.
410	No candidate mentioned	0.6469	yes	1	Positive	0.6936	Religion	0.6469		maeflowerzzz		3469				8/7/15 9:51	6.30E+17	USA	Eastern Time (US & Canada)		"RT @RealBenCarson: May the Lord guide my words tonight, let His wisdom be my thoughts. #GOPDebate"
411	John Kasich	0.6897	yes	1	Neutral	0.6897	LGBT issues	1		ColdSober787		24				8/7/15 9:51	6.30E+17	Oregon	Arizona		"RT @TheJimHughes: Note to Kasich - the question wasn't about ""love"" it was about ""gay marriage"" #TheBigDodge #GOPDebate"
412	No candidate mentioned	0.405	yes	0.6364	Negative	0.6364	None of the above	0.405		mirikuincognito		690				8/7/15 9:51	6.30E+17		Arizona		RT @Squintz1983: #GOPDebate pretty much http://t.co/fHg7FmG42d
413	Donald Trump	0.6339	yes	1	Neutral	0.6818	None of the above	0.6844		Alisand3		12				8/7/15 9:51	6.30E+17	The land of Fruits and Nuts	Pacific Time (US & Canada)		"RT @palmaceiahome1: Rush Limbaugh to Megyn Kelly ""I know no Democrat Candidate would be treated the way Megyn Kelly treated Trump."" #FoxNew…"
414	Donald Trump	1	yes	1	Negative	1	None of the above	1		rainevals		3403				8/7/15 9:51	6.30E+17	Salem Oregon			RT @deray: Trump literally said that he donates to politicians and then calls them later to get what he wants. He literally just said that.…
415	No candidate mentioned	0.4173	yes	0.646	Neutral	0.646	None of the above	0.4173		Hosdoclaxer		242				8/7/15 9:51	6.30E+17				"RT @itsWillyFerrell: Meanwhile, back at the White House #GOPDebate http://t.co/Un7gNNUhB7"
416	No candidate mentioned	1	yes	1	Negative	1	None of the above	1		sodaaccident		0				8/7/15 9:51	6.30E+17	"El Paso, Texas"			"#GOPDebate none of the presidential candidates brought a fucking gom jabbar, i mean at least liven up your crazy"
417	Donald Trump	1	yes	1	Neutral	0.625	None of the above	1		gingerbeardydan		951				8/7/15 9:51	6.30E+17	"Paisley, Scotland"	Amsterdam		RT @_youhadonejob: Donald Trumps hair arrives early for the Republican Party presidential debate. #GOPDebate http://t.co/cQuPKRyBse
418	Mike Huckabee	0.4599	yes	0.6782	Positive	0.6782	None of the above	0.4599		melissagowens02		200				8/7/15 9:51	6.30E+17				"RT @GovMikeHuckabee: ""He was just so eloquent He knew what he was saying. He believed what he was saying."" #ImWithHuck #GOPDebatehttps:/…"
419	No candidate mentioned	0.4589	yes	0.6774	Neutral	0.6774	None of the above	0.4589		lexinerus		0				8/7/15 9:51	6.30E+17	"Cali, Colombia"	Central Time (US & Canada)		ReTw EmotientInc: Emotion-Reading Technology First &amp; Only To Analyze Audience Reactions To #GOPDebate: … http://t.co/DKBgXzQxHp
420	Scott Walker	1	yes	1	Negative	1	None of the above	0.6852		Pworldawg		531				8/7/15 9:51	6.30E+17				RT @TheBaxterBean: Fact-Checkers Proved Scott Walker Literally Lies More Often Than He Tells The Truth http://t.co/KeOeBNRWGU #GOPDebate ht…
421	No candidate mentioned	0.4307	yes	0.6562	Negative	0.6562	None of the above	0.4307		crazycarl864		2400				8/7/15 9:51	6.30E+17	"Columbus, OH"			RT @pattonoswalt: I want @BernieSanders to quietly walk out onto this stage and five-point-palm-exploding-heart all these hollow beasts. #G…
422	Donald Trump	1	yes	1	Positive	1	None of the above	1		gambling3NT		0				8/7/15 9:51	6.30E+17	colorado			"#GOPDebate Debate was good once they quit throwing crap at @realDonaldTrump and got substantive. Candidates handled the ""gotcha"" questions."
423	No candidate mentioned	0.3974	yes	0.6304	Negative	0.6304		0.233		JoMadRam		120				8/7/15 9:51	6.30E+17	"Fort Worth, TX"			RT @BRios82: These clowns didn't even tackle Climate change. They didn't mention Inequality at all. Are you surprised? #GOPDebate http://t.…
424	No candidate mentioned	0.4494	yes	0.6704	Negative	0.346	None of the above	0.4494		joogey		457				8/7/15 9:51	6.30E+17	new orleans&york	Eastern Time (US & Canada)		RT @pattonoswalt: Are they going to ask Lenny Kravitz's penis ONE question? This is very disrespectful. #GOPDebate
425	Donald Trump	1	yes	1	Positive	0.6769	None of the above	1		Matthew_Ford92		0				8/7/15 9:51	6.30E+17	"USA, North Carolina "			So who watched the GOP Debate last night and saw Trump #DonaldTrump #GOPDebate @realDonaldTrump #TrumpForPresident
426	No candidate mentioned	1	yes	1	Negative	1	None of the above	0.7033		CWJ522		0				8/7/15 9:51	6.30E+17	"Franklin, NH"	Central Time (US & Canada)		#FactChecking the #GOPDebate http://t.co/N72RUBXxcvUnsurprising-but-massive levels of lies and truth-stretching and general bullshittery.
427	No candidate mentioned	1	yes	1	Negative	0.6598	FOX News or Moderators	1		JERSEYFL1		0				8/7/15 9:51	6.30E+17				Wonder how much of tonight's #@megynkelly show will be about her #GOPDebate #FoxNews
428	No candidate mentioned	1	yes	1	Positive	0.6725	Abortion	1		VeraTMD		15				8/7/15 9:51	6.30E+17		Central Time (US & Canada)		RT @chooseliferacer: #GOPDebate Never lose focus on the truly important issues #DefundPP &amp; #PraytoEndAbortion http://t.co/OxIoW3YjS4
429	Donald Trump	1	yes	1	Negative	1	FOX News or Moderators	0.6667		rashid7053		28				8/7/15 9:51	6.30E+17	San Diego	Atlantic Time (Canada)		RT @3ChicsPolitico: Trump calling @megynkelly a bimbo is reprehensible. This is about choosing a candidate for president NOT the Jerry Spri…
430	No candidate mentioned	1	yes	1	Neutral	0.6905	None of the above	1		chvsr		0				8/7/15 9:51	6.30E+17	DC	America/New_York		#Repeal was the word of the night. #GOPDebate
431	No candidate mentioned	0.3681	yes	0.6067	Negative	0.3146	Gun Control	0.3681		areebalovesyou		1695				8/7/15 9:51	6.30E+17				RT @rebleber: Not mentioned in the #GOPdebate:Voting rightsClimate changeGun violencePolice shootingsStudent debtInequality
432	No candidate mentioned	0.4642	yes	0.6813	Negative	0.3516	FOX News or Moderators	0.2396		CourageLeads		211				8/7/15 9:51	6.30E+17		Eastern Time (US & Canada)		RT @CarlyFiorina: It’s almost time! Tune into @FoxNews at 5:00 p.m. EDT #GOPDebate #Carly2016 http://t.co/hEV7fe4HhR
433	No candidate mentioned	0.4259	yes	0.6526	Positive	0.3368	None of the above	0.4259		opticalens		0				8/7/15 9:51	6.30E+17	Seattle	Pacific Time (US & Canada)		This is an amazing degree of commitment to a running joke http://t.co/VpxxlxEvHi #GOPdebate #photobomb
434	Mike Huckabee	0.6667	yes	1	Positive	1	None of the above	0.6667		melissagowens02		70				8/7/15 9:51	6.30E+17				"RT @GovMikeHuckabee: .@FoxNews focus group: ""He was very articulate, very relatable, &amp; made a lot of good points."" #ImWithHuck #GOPDebateh…"
435	Donald Trump	0.4274	yes	0.6538	Negative	0.6538	None of the above	0.4274		DemocraShe		4				8/7/15 9:51	6.30E+17	"Jamaica Plain, MA"	Atlantic Time (Canada)		RT @TeaTraitors: #GOPDebate was still Clown Show! I'm glad Head Clown Trump helping destroy GOP. http://t.co/88QwTnPuIR
436	No candidate mentioned	0.2265	yes	0.6592	Neutral	0.3436	Foreign Policy	0.2265		Hornet238		2				8/7/15 9:51	6.30E+17	Fema Region V	Pacific Time (US & Canada)		"RT @BraveConWarrior: RT @AllenWestRepub ""Dear @JebBush #GOPDebate #NotAMistake http://t.co/T7MGjn2vEr"""
437	Mike Huckabee	1	yes	1	Negative	0.6854	None of the above	0.3483		heatheremoore		0				8/7/15 9:51	6.30E+17	"Olympia, WA"	Pacific Time (US & Canada)		#GOP wants to #DefundPP and #Huckabee wants to legalize prostitution and drugs. #GOPdebate
438	Jeb Bush	1	yes	1	Negative	1	None of the above	1		Spence4782		0				8/7/15 9:51	6.30E+17	"Lawton, Oklahoma"			"Favorite Jeb line ""taking on the teacher's unions, and beating them"" sure that empowers kids disenfranchise the ones who teach em #GOPDebate"
439	No candidate mentioned	1	yes	1	Negative	0.6986	None of the above	1		PatriciaMilton		172				8/7/15 9:51	6.30E+17		Hawaii		RT @britt27ash: Current mood re: #GOPDebate http://t.co/GFSNEDXEoj
440	Mike Huckabee	1	yes	1	Negative	1	None of the above	0.3523		TheDonkeyHotey		0				8/7/15 9:51	6.30E+17		Eastern Time (US & Canada)		"If the newest b52 was built in the 60s like Huckabee complained, doesn't that mean St. Ronnie should have built more? #GOPDebate"
441	No candidate mentioned	1	yes	1	Neutral	0.6591	FOX News or Moderators	1		davidhe46361805		84				8/7/15 9:51	6.30E+17	Fremont.Ca			RT @WayneDupreeShow: Maybe on the next #KellyFile @MegynKelly will go after @krauthammer 20 year positions because he switched parties too…
442	No candidate mentioned	0.4594	yes	0.6778	Negative	0.6778	Foreign Policy	0.4594		alleysunjune		14				8/7/15 9:51	6.30E+17		Eastern Time (US & Canada)		RT @G_Humbertson: Perry says he would rather send @CarlyFiorina to negotiate with Iran than John Kerry. #GOPDebate
443	Donald Trump	0.6784	yes	1	Positive	0.6765	FOX News or Moderators	1		jamesbarnes2		0				8/7/15 9:51	6.30E+17	"Phoenix, Arizona"	America/Phoenix		NOT A FAN OF #FoxNews @megynkelly but she deserves better than to be called BIMBO by #lDonaldTrump for doing her job#GOPDebate #UniteBlue
444	No candidate mentioned	1	yes	1	Positive	0.6804	None of the above	1		fitsnews		0				8/7/15 9:51	6.30E+17	"Columbia, South Carolina"	Eastern Time (US & Canada)		Excellent post-GOP debate analysis from my friend @rmanning957 of @LimitGovt  http://t.co/gIUogvMNNc #GOPDebate
445	No candidate mentioned	0.4399	yes	0.6633	Negative	0.6633	None of the above	0.4399		ragingredhed		452				8/7/15 9:51	6.30E+17		Central Time (US & Canada)		RT @RachLWhitehurst: I can't tell if these are just bad cramps or my uterus trying to flee the country as I watch the #GOPDebate
446	No candidate mentioned	1	yes	1	Negative	0.6582	FOX News or Moderators	1		jediane9		762				8/7/15 9:51	6.30E+17	"Golden Valley, MN"	Central Time (US & Canada)		"RT @kumailn: And now the realization dawns on us. ""Holy shit. I've been watching Fox News."" #GOPDebate"
447	Donald Trump	1	yes	1	Negative	1	None of the above	1		libertyjibbet		1				8/7/15 9:51	6.30E+17	United States of America	Central Time (US & Canada)		"Hey .@realDonaldTrump You know who didn't whine about ""unfair"" questions? @CarlyFiorina Grow a set why don't ya'. #GOPDebate"
448	No candidate mentioned	0.4853	yes	0.6966	Positive	0.6966	None of the above	0.4853		PlatinumB_RICH		7				8/7/15 9:51	6.30E+17	"In a corner, SCREAMING!!!"	Amsterdam		RT @WhoIsSizzle: Hillary spent the #GOPDebate with Kim and Kanye  This is what I love to see http://t.co/H9T0a4IJxX http://t.co/KqS216nB…
449	John Kasich	1	yes	1	Negative	0.6742	None of the above	1		StuartJOrr		0				8/7/15 9:51	6.30E+17	"Glasgow, Scotland"	Edinburgh		John Kasich seems like a decent guy shame he'll drowned out by the loonies in the #GOP #GOPDebate
450	Donald Trump	1	yes	1	Negative	1	None of the above	0.6667		Txwolfpackbride		137				8/7/15 9:51	6.30E+17				RT @feministabulous: My feelings about Trump after #GOPDebate: http://t.co/bKuz2OiamE
451	No candidate mentioned	1	yes	1	Negative	0.7127	None of the above	0.6614		primadonna68		560				8/7/15 9:51	6.30E+17	Wherever Carmen Sandiago is.			"RT @deray: In the end, Bingo! #GOPDebate http://t.co/xul0Y2qXp6"
452	Chris Christie	1	yes	1	Negative	1	None of the above	1		TimothyMPate		0				8/7/15 9:51	6.30E+17	"Saint Paul, MN"			"Chris Christie said he was appointed U.S. Attorney Sept. 10, 2001. He was actually appointed Dec. 7, 2001. #GOPDebate http://t.co/8Y8GkqTnvK"
453	Chris Christie	0.3819	yes	0.618	Negative	0.618	None of the above	0.3819		SD_Zach		0				8/7/15 9:51	6.30E+17	"San Diego, CA"	Pacific Time (US & Canada)		Chris Christie fundamentally misunderstands the 4th amendment &amp; got owned by @RandPaul over NSA: http://t.co/XawzzRHVFi #GOPDebate
